GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADQ001,ADZ001,AD9001,AEW001,AEW002,AEW003,AEW004,AEW005,AEW006,AE6001,AE6002,AE6003,ADR001,ADR002,ADS001,ADU001,ADV001,ADV002,ADX001,AD0001,AD0002,AD0003,AD1001,AD1002,AD1003,AD1004,AD1005,AD1006,AD4001,AD4002,AD4003,AD4004,AD5001,AD5002,AD6001,AD6002,AEM001,AEM002,AET001,AET002,AET003,AET004,AET005,AET006,AET007,AET008,AET009,AET010,AET011,AET012,AET013,AET014,AET015,AET016,AET017,AET018,AET019,AET020,AET021,AET022,AET023,AE0001,AE0002,AE0003,AE0004,AE0005,AE0006,AE0007,AE0008,AE0009,AE0010,AE0011,AE0012,AE0013,AE0014,AE0015,AE0016,AE0017,AE0018,AE0019,AE0020,AE0021,AE0022,AE0023,AE0024,AE0025,AE0026,AE0027,AE0028,AE0029,AE0030,AE1001,AE1002,AE2001,AE2002,AE2003,AE2004,AE2005,AE2006,AE2007,AE2008,AE2009,AE2010,AE2011,AE2012,AE2013,AE2014,AE2015,AE4001,AE5001
"G1800030","1850","Indiana","180","Allen","0030","Allen",16919,4282,0,8836,7981,48,54,0,0,16817,102,0,,,539,212,,,3097,0,90,9,0,0,90,2500,18,580,1996,1842,4,5,3838,9,3489,358,7581,3753,1,0,0,,0,1,0,0,0,,2,,3,0,3,,2,,0,0,0,0,0,300,1242,1368,1040,812,1536,1238,728,416,152,48,3,0,1,0,239,1203,1323,1040,888,1428,946,500,287,135,36,10,0,0,0,8884,8035,539,2445,2691,2080,1700,2964,2184,1228,703,287,84,13,0,1,0,1,0
"G1800050","1850","Indiana","180","Bartholomew","0050","Bartholomew",12428,0,0,6445,5901,38,44,0,0,12346,82,0,,,459,112,,,2149,0,77,2,0,0,77,2558,3,95,1689,1319,7,7,3008,14,3021,1,5400,405,2,7,0,,0,0,0,1,0,,0,,5,3,1,,1,,0,0,0,0,0,235,835,1025,898,784,1135,655,451,280,131,41,10,2,0,1,224,802,952,793,790,1019,648,389,204,77,39,7,1,0,0,6483,5945,459,1637,1977,1691,1574,2154,1303,840,484,208,80,17,3,0,1,0,1
"G1800070","1850","Indiana","180","Benton","0070","Benton",1144,0,0,620,524,0,0,0,0,1144,0,0,,,55,24,,,180,0,8,0,0,0,8,180,0,0,186,140,0,0,326,0,318,8,521,57,0,0,0,,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,20,70,92,80,66,141,77,43,22,7,2,0,0,0,0,35,79,89,67,57,92,66,25,10,3,1,0,0,0,0,620,524,55,149,181,147,123,233,143,68,32,10,3,0,0,0,0,0,0
"G1800090","1850","Indiana","180","Blackford","0090","Blackford",2860,0,0,1463,1386,5,6,0,0,2849,11,0,,,97,45,,,514,0,1,0,0,0,1,20,0,0,333,261,0,0,594,0,593,1,1699,62,1,0,0,,0,0,0,0,0,,0,,3,0,1,,0,,0,0,0,0,0,48,220,262,194,151,219,154,112,70,22,13,3,0,0,0,49,236,226,189,153,222,143,95,52,16,9,2,0,0,0,1468,1392,97,456,488,383,304,441,297,207,122,38,22,5,0,0,0,0,0
"G1800110","1850","Indiana","180","Boone","0110","Boone",11631,0,0,5897,5714,8,12,0,0,11611,20,0,,,399,150,,,1914,0,86,1,0,0,86,2708,2,75,1434,1179,0,0,2613,0,2612,1,4943,50,13,0,0,,0,0,0,0,0,,0,,13,0,3,,0,,0,0,0,0,0,184,804,1057,839,682,880,636,413,265,94,42,9,0,0,0,215,786,971,861,661,914,581,393,213,91,30,9,1,0,0,5905,5726,399,1590,2028,1700,1343,1794,1217,806,478,185,72,18,1,0,0,0,0
"G1800130","1850","Indiana","180","Brown","0130","Brown",4846,0,0,2498,2329,12,7,0,0,4827,19,0,,,199,55,,,790,0,0,0,0,0,0,0,0,0,469,365,0,0,834,0,828,6,1995,57,0,0,0,,0,0,0,0,0,,0,,1,0,1,,0,,0,0,0,0,0,99,410,431,359,272,362,239,149,121,42,23,3,0,0,0,100,365,411,332,271,361,214,153,69,34,20,6,0,0,0,2510,2336,199,775,842,691,543,723,453,302,190,76,43,9,0,0,0,0,0
"G1800150","1850","Indiana","180","Carroll","0150","Carroll",11015,0,0,5672,5310,15,18,0,0,10982,33,0,,,340,150,,,1909,0,50,0,0,0,51,1250,0,0,1520,1340,0,0,2860,0,2860,0,5611,266,3,1,0,,0,1,0,0,0,,0,,3,1,3,,0,,0,0,0,0,0,157,728,871,775,587,1044,702,425,252,105,35,4,0,0,2,183,722,849,710,636,952,582,376,190,100,21,6,0,0,1,5687,5328,340,1450,1720,1485,1223,1996,1284,801,442,205,56,10,0,0,3,1,0
"G1800170","1850","Indiana","180","Cass","0170","Cass",11021,0,0,5790,5170,25,36,0,0,10960,61,0,,,406,60,,,1863,0,55,1,0,0,55,1795,4,100,1240,1044,2,1,2284,3,2265,22,5678,532,3,0,0,,0,1,0,1,0,,0,,2,0,3,,1,,0,0,0,0,0,213,748,895,775,596,1025,721,423,269,105,29,2,1,0,13,193,696,806,736,678,888,546,370,164,90,25,3,2,0,9,5815,5206,406,1444,1701,1511,1274,1913,1267,793,433,195,54,5,3,0,22,1,0
"G1800190","1850","Indiana","180","Clark","0190","Clark",15828,0,0,7856,7390,287,295,0,0,15246,582,0,,,365,170,,,2757,0,65,8,0,0,66,1700,10,259,1547,1387,28,27,2934,55,2989,0,5016,1029,9,2,0,,0,1,0,0,0,,1,,17,1,12,,0,,0,1,0,0,1,190,951,1156,1075,969,1526,952,638,397,196,78,14,0,1,0,175,1024,1117,1102,901,1311,846,588,343,173,75,21,8,0,1,8143,7685,365,1975,2273,2177,1870,2837,1798,1226,740,369,153,35,8,1,1,1,0
"G1800210","1850","Indiana","180","Clay","0210","Clay",7944,0,0,4094,3832,8,10,0,0,7926,18,0,,,259,38,,,1326,0,0,0,0,0,0,0,0,0,598,516,0,0,1114,0,1109,5,3130,140,6,0,0,,0,0,0,0,0,,0,,1,0,0,,0,,0,0,0,0,0,133,563,731,649,429,603,404,271,202,75,32,9,1,0,0,126,574,672,538,459,603,400,254,139,55,17,5,0,0,0,4102,3842,259,1137,1403,1187,888,1206,804,525,341,130,49,14,1,0,0,0,1
"G1800230","1850","Indiana","180","Clinton","0230","Clinton",11869,0,0,6065,5780,10,14,0,0,11845,24,0,,,385,98,,,2001,0,75,0,0,0,75,4710,0,0,1348,1233,0,0,2581,0,2579,2,5562,125,2,1,0,,0,0,0,0,3,,1,,4,1,3,,0,,1,0,0,0,0,208,812,1031,915,670,924,656,434,259,121,37,6,2,0,0,177,797,1055,835,648,945,599,380,219,106,25,7,1,0,0,6075,5794,385,1609,2086,1750,1318,1869,1255,814,478,227,62,13,3,0,0,0,0
"G1800250","1850","Indiana","180","Crawford","0250","Crawford",6524,0,0,3366,3157,1,0,0,0,6523,1,0,,,234,42,,,1027,0,24,1,0,0,24,1418,2,100,675,575,0,0,1250,0,1250,0,1865,49,1,2,0,,0,1,0,0,0,,0,,4,1,1,,0,,0,0,0,1,0,116,464,582,481,398,555,307,210,146,64,31,10,2,1,0,118,460,532,462,407,505,282,209,118,41,19,2,1,1,0,3367,3157,234,924,1114,943,805,1060,589,419,264,105,50,12,3,2,0,1,0
"G1800270","1850","Indiana","180","Daviess","0270","Daviess",10352,0,0,5504,4804,23,21,0,0,10308,44,0,,,200,121,,,1803,0,37,0,0,0,37,1124,0,0,669,488,0,0,1157,0,1157,0,2987,962,2,2,0,,0,0,0,0,0,,0,,6,0,3,,4,,0,0,0,0,0,99,716,822,717,607,1061,712,397,229,118,36,11,2,0,0,101,659,742,692,606,852,518,313,180,124,29,8,0,0,1,5527,4825,200,1375,1564,1409,1213,1913,1230,710,409,242,65,19,2,0,1,0,0
"G1800290","1850","Indiana","180","Dearborn","0290","Dearborn",20166,2651,0,10491,9528,80,67,0,0,20019,147,0,,,639,224,,,3549,0,80,2,0,0,80,7461,6,195,2752,2241,0,0,4993,0,4833,160,5648,4077,10,2,0,,0,1,0,0,1,,1,,24,1,2,,4,,0,0,0,1,0,336,1416,1516,1282,1107,1849,1371,741,546,277,105,23,1,0,1,303,1342,1521,1182,1027,1674,1085,658,459,241,74,23,6,0,0,10571,9595,639,2758,3037,2464,2134,3523,2456,1399,1005,518,179,46,7,0,1,1,0
"G1800310","1850","Indiana","180","Decatur","0310","Decatur",15107,0,0,7514,7437,74,82,0,0,14951,156,0,,,522,241,,,2662,0,103,1,0,0,103,3721,1,65,2040,1948,0,0,3988,0,3987,1,5889,339,19,0,0,,0,0,0,0,0,,0,,17,0,8,,2,,0,0,0,0,0,275,1068,1187,1013,789,1301,801,456,388,206,67,33,4,0,0,247,1077,1216,986,873,1267,788,486,331,170,56,18,4,0,0,7588,7519,522,2145,2403,1999,1662,2568,1589,942,719,376,123,51,8,0,0,0,0
"G1800330","1850","Indiana","180","DeKalb","0330","De Kalb",8251,0,0,4342,3899,4,6,0,0,8241,10,0,,,325,55,,,1421,0,42,0,0,0,42,,0,0,1092,823,0,0,1915,0,1907,8,5903,222,0,0,0,,0,0,0,0,0,,0,,2,0,0,,0,,0,0,0,0,0,175,663,773,573,403,620,547,312,156,96,26,0,1,0,1,150,607,670,525,397,632,458,252,132,66,16,0,0,0,0,4346,3905,325,1270,1443,1098,800,1252,1005,564,288,162,42,0,1,0,1,0,0
"G1800350","1850","Indiana","180","Delaware","0350","Delaware",10843,0,0,5555,5284,2,2,0,0,10839,4,0,,,324,121,,,1874,0,50,0,0,0,55,1894,0,0,1597,1290,0,0,2887,0,2882,5,5051,129,1,1,0,,0,0,0,1,0,,0,,9,0,3,,0,,0,0,0,0,0,164,806,916,766,612,878,597,384,273,113,40,8,0,0,0,160,761,946,775,596,831,555,350,196,89,19,5,3,0,0,5557,5286,324,1567,1862,1541,1208,1709,1152,734,469,202,59,13,3,0,0,0,0
"G1800370","1850","Indiana","180","Dubois","0370","Dubois",6321,0,0,3234,3066,10,11,0,0,6300,21,0,,,225,25,,,1146,0,7,2,0,0,7,138,4,135,270,245,0,0,515,0,450,65,1141,1618,0,0,0,,0,0,0,0,0,,1,,3,0,1,,3,,0,0,0,0,0,108,519,612,419,291,397,369,233,193,77,19,0,7,0,0,117,503,522,420,285,424,365,215,134,68,22,0,2,0,0,3244,3077,225,1022,1134,839,576,821,734,448,327,145,41,0,9,0,0,0,0
"G1800390","1850","Indiana","180","Elkhart","0390","Elkhart",12690,0,0,6615,6059,7,9,0,0,12674,16,0,,,375,210,,,2254,0,119,1,0,0,119,1800,1,20,1702,1473,0,0,3175,0,3119,56,7775,484,2,0,0,,0,1,0,0,0,,0,,5,0,2,,0,,0,0,0,0,0,194,927,1104,852,689,1064,806,502,273,132,47,10,1,0,21,181,879,1008,826,701,1008,664,416,213,105,44,8,1,0,14,6622,6068,375,1806,2112,1678,1390,2072,1470,918,486,237,91,18,2,0,35,0,1
"G1800410","1850","Indiana","180","Fayette","0410","Fayette",10217,0,0,5162,4983,35,37,0,0,10145,72,0,,,308,134,,,1818,0,60,3,0,0,62,2346,6,200,1565,1316,1,0,2881,1,2854,28,3753,306,10,0,0,,0,0,1,1,0,,0,,13,0,2,,0,,0,0,0,0,0,156,687,726,673,571,967,590,341,252,155,67,9,3,0,0,152,668,734,636,597,895,534,366,218,143,59,15,3,0,0,5197,5020,308,1355,1460,1309,1168,1862,1124,707,470,298,126,24,6,0,0,1,0
"G1800430","1850","Indiana","180","Floyd","0430","Floyd",14875,8181,0,7445,6856,271,303,0,0,14301,574,0,,,481,183,,,2448,1,47,2,3,19,54,2011,12,165,1352,1245,23,20,2597,43,2546,94,4532,2384,3,7,0,,0,1,0,0,1,,0,,9,0,6,,3,,0,0,0,0,0,241,989,1072,934,804,1517,980,565,363,173,59,14,4,0,1,240,956,1099,876,844,1304,790,497,305,167,65,11,4,1,0,7716,7159,481,1945,2171,1810,1648,2821,1770,1062,668,340,124,25,8,1,1,1,1
"G1800450","1850","Indiana","180","Fountain","0450","Fountain",13253,0,0,6975,6226,25,27,0,0,13201,52,0,,,492,253,,,2251,0,78,1,0,0,80,3622,2,40,2112,1753,1,1,3865,2,3853,14,5786,346,5,4,0,,0,0,2,0,0,,1,,7,0,6,,1,,0,0,0,0,0,260,871,1070,913,773,1328,803,495,315,102,56,12,2,0,0,232,793,973,828,752,1146,677,423,262,117,41,9,0,0,0,7000,6253,492,1664,2043,1741,1525,2474,1480,918,577,219,97,21,2,0,0,1,0
"G1800470","1850","Indiana","180","Franklin","0470","Franklin",17968,0,0,9093,8666,104,105,0,0,17759,209,0,,,612,147,,,3286,0,86,1,0,0,87,2315,2,60,2290,2043,3,4,4333,7,4287,53,5967,2152,5,1,0,,0,1,0,0,0,,5,,19,4,5,,3,,0,0,0,2,0,301,1237,1496,1209,919,1406,1040,688,474,296,96,26,7,2,0,311,1214,1435,1152,933,1426,921,654,410,213,71,25,3,3,0,9197,8771,612,2451,2931,2361,1852,2832,1961,1342,884,509,167,51,10,5,0,1,0
"G1800490","1850","Indiana","180","Fulton","0490","Fulton",5982,0,0,3152,2828,1,1,0,0,5980,2,0,,,220,40,,,1085,0,31,0,0,0,32,1200,0,0,711,691,0,0,1402,0,1402,0,3249,197,1,1,0,,0,0,0,0,0,,0,,5,1,2,,0,,0,0,0,0,1,114,471,508,394,336,529,375,200,147,56,18,5,0,0,0,106,412,479,407,306,473,312,179,103,45,5,2,0,0,0,3153,2829,220,883,987,801,642,1002,687,379,250,101,23,7,0,0,0,0,0
"G1800510","1850","Indiana","180","Gibson","0510","Gibson",10771,0,0,5480,5074,102,115,0,0,10554,217,0,,,368,141,,,1833,0,61,0,0,0,62,2060,0,0,1323,1215,2,0,2538,2,2531,9,3145,530,5,1,0,,0,0,0,0,0,,1,,4,0,7,,1,,0,0,0,0,0,208,730,841,756,661,980,624,367,264,96,43,8,4,0,0,160,740,834,730,591,878,548,369,189,91,44,11,4,0,0,5582,5189,368,1470,1675,1486,1252,1858,1172,736,453,187,87,19,8,0,0,1,1
"G1800530","1850","Indiana","180","Grant","0530","Grant",11092,0,0,5724,5221,75,72,0,0,10945,147,0,,,434,171,,,1884,0,50,0,0,0,50,1250,0,0,1636,1355,12,20,2991,32,3022,1,5780,88,1,2,0,,0,0,0,6,0,,0,,4,2,2,,0,,0,0,0,0,0,247,894,975,837,568,889,611,399,224,107,33,12,2,1,0,187,793,953,732,611,856,553,337,164,69,30,7,1,0,0,5799,5293,434,1687,1928,1569,1179,1745,1164,736,388,176,63,19,3,1,0,0,0
"G1800550","1850","Indiana","180","Greene","0550","Greene",12313,0,0,6302,5936,36,39,0,0,12238,75,0,,,332,245,,,2089,0,57,0,0,0,57,2346,0,0,1304,1028,5,1,2332,6,2331,7,4473,448,6,3,0,,0,0,0,0,0,,0,,8,0,1,,0,,0,0,0,0,0,165,945,1055,910,688,1023,692,406,292,118,38,5,1,0,0,167,925,999,884,719,992,565,404,197,82,31,7,1,0,2,6338,5975,332,1870,2054,1794,1407,2015,1257,810,489,200,69,12,2,0,2,0,0
"G1800570","1850","Indiana","180","Hamilton","0570","Hamilton",12684,0,0,6381,6121,93,89,0,0,12502,182,0,,,403,189,,,2159,0,55,0,0,0,55,456,0,0,1467,1251,12,10,2718,22,2733,7,5302,189,0,1,0,,0,0,0,2,0,,0,,1,0,0,,0,,0,0,0,0,0,226,872,1090,934,696,1017,693,437,308,111,47,6,0,0,37,177,929,1054,893,714,988,652,416,220,99,39,5,0,0,24,6474,6210,403,1801,2144,1827,1410,2005,1345,853,528,210,86,11,0,0,61,0,1
"G1800590","1850","Indiana","180","Hancock","0590","Hancock",9698,0,0,4871,4723,54,50,0,0,9594,104,0,,,325,165,,,1685,0,21,1,0,0,21,605,2,40,1287,1126,8,8,2413,16,2400,29,3815,244,1,2,0,,0,0,0,1,0,,2,,7,0,2,,0,,0,0,0,0,0,149,660,841,734,533,764,525,348,232,97,35,7,0,0,0,176,682,802,690,539,745,530,330,145,99,28,7,0,0,0,4925,4773,325,1342,1643,1424,1072,1509,1055,678,377,196,63,14,0,0,0,0,0
"G1800610","1850","Indiana","180","Harrison","0610","Harrison",15286,0,0,7701,7494,47,44,0,0,15195,91,0,,,504,148,,,2645,0,93,0,0,0,93,2322,0,0,1760,191,0,0,1951,0,1874,77,3900,1178,3,2,0,,0,0,0,0,0,,6,,19,8,2,,1,,0,0,0,0,0,243,1066,1216,1117,874,1159,828,541,415,199,69,18,3,0,0,261,980,1261,1054,890,1261,722,525,331,170,64,18,1,0,0,7748,7538,504,2046,2477,2171,1764,2420,1550,1066,746,369,133,36,4,0,0,1,1
"G1800630","1850","Indiana","180","Hendricks","0630","Hendricks",14083,0,0,7263,6784,19,17,0,0,14047,36,0,,,413,162,,,2390,0,95,1,0,0,95,3176,2,60,1798,1567,2,3,3365,5,3357,13,5937,377,10,8,0,,0,0,0,3,0,,1,,9,0,2,,0,,0,0,0,0,0,232,1020,1163,1017,827,1218,734,511,349,133,55,20,2,0,1,181,923,1094,961,860,1135,682,472,261,147,62,14,4,2,3,7282,6801,413,1943,2257,1978,1687,2353,1416,983,610,280,117,34,6,2,4,0,1
"G1800650","1850","Indiana","180","Henry","0650","Henry",17605,0,0,8722,8596,148,139,0,0,17318,287,0,,,568,119,,,3064,0,72,3,0,0,72,3846,4,130,2430,2225,20,10,4655,30,4685,0,7652,147,4,6,0,,0,0,0,13,0,,0,,16,2,3,,0,,0,0,0,0,0,273,1267,1398,1184,1062,1460,877,657,429,182,66,12,3,0,0,295,1201,1413,1227,1084,1414,880,614,364,160,62,17,4,0,0,8870,8735,568,2468,2811,2411,2146,2874,1757,1271,793,342,128,29,7,0,0,0,0
"G1800670","1850","Indiana","180","Howard","0670","Howard",6657,0,0,3490,3062,68,37,0,0,6552,105,0,,,304,108,,,1190,0,0,0,0,0,0,0,0,0,632,526,14,5,1158,19,1177,0,2905,42,0,0,0,,0,0,0,3,0,,0,,7,0,0,,0,,0,0,0,0,0,161,531,616,478,366,584,375,234,131,62,16,2,0,1,1,143,504,501,380,351,571,302,187,108,37,12,3,0,0,0,3558,3099,304,1035,1117,858,717,1155,677,421,239,99,28,5,0,1,1,0,0
"G1800690","1850","Indiana","180","Huntington","0690","Huntington",7850,0,0,4166,3681,2,1,0,0,7847,3,0,,,291,86,,,1356,0,60,0,0,0,60,1500,0,0,659,595,0,0,1254,0,1236,18,4623,458,2,0,0,,0,0,0,0,0,,1,,2,0,0,,1,,0,0,0,0,0,137,615,665,487,419,737,593,278,159,59,12,6,1,0,0,154,567,619,495,355,685,400,219,129,42,10,5,2,0,0,4168,3682,291,1182,1284,982,774,1422,993,497,288,101,22,11,3,0,0,1,0
"G1800710","1850","Indiana","180","Jackson","0710","Jackson",11047,0,0,5533,5300,116,98,0,0,10833,214,0,,,398,175,,,1956,0,46,0,0,0,47,1154,0,0,1112,961,0,0,2073,0,2073,0,2898,699,12,0,0,,0,0,1,1,0,,2,,9,1,0,,0,,0,0,0,0,2,194,860,986,796,571,902,604,341,240,108,42,4,1,0,0,204,765,891,759,608,925,553,354,209,82,36,9,3,0,0,5649,5398,398,1625,1877,1555,1179,1827,1157,695,449,190,78,13,4,0,0,0,0
"G1800730","1850","Indiana","180","Jasper","0730","Jasper",3540,0,0,1871,1668,1,0,0,0,3539,1,0,,,149,74,,,592,0,11,0,0,0,11,238,0,0,535,429,0,0,964,0,959,5,1793,73,0,0,0,,0,0,0,0,0,,0,,1,0,0,,0,,0,0,0,0,0,82,247,299,272,205,310,200,132,78,39,6,1,1,0,0,67,259,290,227,199,266,171,108,58,18,3,1,1,0,0,1872,1668,149,506,589,499,404,576,371,240,136,57,9,2,2,0,0,0,0
"G1800750","1850","Indiana","180","Jay","0750","Jay",7047,0,0,3602,3415,16,14,0,0,7017,30,0,,,209,31,,,1179,0,33,1,0,0,33,810,2,80,1136,890,3,3,2026,6,2023,9,4404,134,0,0,0,,1,0,0,1,0,,0,,4,0,3,,0,,0,0,0,0,0,110,545,635,528,346,516,404,254,182,65,22,9,2,0,0,99,557,656,454,350,539,337,237,119,57,19,5,0,0,0,3618,3429,209,1102,1291,982,696,1055,741,491,301,122,41,14,2,0,0,0,0
"G1800770","1850","Indiana","180","Jefferson","0770","Jefferson",23916,8012,0,12195,11153,273,295,0,0,23348,568,0,,,684,405,,,4092,1,100,1,8,161,104,4055,2,40,3028,2549,21,33,5577,54,5384,247,8234,3113,21,7,0,,0,1,2,0,0,,1,,26,0,18,,1,,0,0,0,2,0,362,1600,1829,1530,1436,2285,1467,939,577,293,120,22,3,1,4,322,1443,1710,1530,1325,2141,1302,802,494,258,86,20,4,1,10,12468,11448,684,3043,3539,3060,2761,4426,2769,1741,1071,551,206,42,7,2,14,1,1
"G1800790","1850","Indiana","180","Jennings","0790","Jennings",12096,0,0,6181,5592,151,172,0,0,11773,323,0,,,388,92,,,2064,0,85,0,0,0,85,1857,0,0,1400,1187,15,14,2587,29,2616,0,3995,991,2,4,0,,0,0,0,0,0,,0,,8,0,13,,3,,0,0,0,0,0,186,888,1023,900,689,1047,599,448,344,149,43,14,2,0,0,202,846,948,807,630,914,600,410,256,109,33,4,5,0,0,6332,5764,388,1734,1971,1707,1319,1961,1199,858,600,258,76,18,7,0,0,0,1
"G1800810","1850","Indiana","180","Johnson","0810","Johnson",12101,0,0,6245,5841,7,8,0,0,12086,15,0,,,379,176,,,2067,0,104,1,0,0,104,4708,4,134,1479,1246,0,0,2725,0,2723,2,4923,129,20,13,0,,0,0,0,0,0,,2,,28,2,18,,0,,0,0,0,0,2,185,790,992,886,763,1089,657,421,286,127,42,12,2,0,0,194,773,937,850,744,977,564,404,239,102,48,15,2,0,0,6252,5849,379,1563,1929,1736,1507,2066,1221,825,525,229,90,27,4,0,0,0,1
"G1800830","1850","Indiana","180","Knox","0830","Knox",11084,0,0,5483,5071,270,260,0,0,10554,530,0,,,368,152,,,1969,0,80,3,0,0,80,1600,7,135,1129,1022,29,36,2151,65,2124,92,2459,877,2,4,0,,0,1,0,0,0,,2,,5,0,5,,3,,0,0,0,0,0,202,750,825,792,679,1049,639,392,270,113,33,5,4,0,0,166,659,780,751,676,1005,557,374,208,101,39,12,1,2,0,5753,5331,368,1409,1605,1543,1355,2054,1196,766,478,214,72,17,5,2,0,1,1
"G1800850","1850","Indiana","180","Kosciusko","0850","Kosciusko",10243,0,0,5342,4900,0,1,0,0,10242,1,0,,,373,150,,,1783,0,60,0,0,0,60,2451,0,0,1346,1082,0,0,2428,0,2425,3,6371,278,3,0,0,,0,0,0,0,0,,0,,4,0,2,,0,,0,0,0,0,0,196,712,879,756,587,834,661,370,214,100,29,4,0,0,0,177,683,873,668,569,785,563,313,154,89,21,6,0,0,0,5342,4901,373,1395,1752,1424,1156,1619,1224,683,368,189,50,10,0,0,0,0,0
"G1800870","1850","Indiana","180","Lagrange","0870","Lagrange",8387,0,0,4374,3995,10,8,0,0,8369,18,0,,,281,114,,,1479,0,82,2,0,0,82,2234,4,97,1127,1006,0,0,2133,0,2087,46,5790,327,0,0,0,,0,0,0,0,0,,0,,3,0,2,,0,,0,0,0,0,0,151,539,651,543,516,777,526,331,220,85,34,2,1,0,8,130,461,694,537,468,703,451,273,189,71,18,6,0,0,2,4384,4003,281,1000,1345,1080,984,1480,977,604,409,156,52,8,1,0,10,0,0
"G1800890","1850","Indiana","180","Lake","0890","Lake",3991,0,0,2227,1763,0,1,0,0,3990,1,0,,,133,54,,,715,0,16,1,0,0,16,375,1,40,620,443,0,0,1063,0,942,121,1954,863,0,0,0,,0,0,0,0,0,,0,,3,0,1,,1,,0,0,0,0,0,76,305,375,292,207,362,259,162,125,52,12,0,0,0,0,57,260,278,222,198,274,211,144,81,31,8,0,0,0,0,2227,1764,133,565,653,514,405,636,470,306,206,83,20,0,0,0,0,1,1
"G1800910","1850","Indiana","180","LaPorte","0910","Laporte",12145,0,0,6338,5729,39,39,0,0,12067,78,0,,,279,174,,,2124,1,103,1,7,65,103,5700,2,40,2058,1702,12,6,3760,18,3695,83,6743,770,4,2,1,,0,2,0,1,0,,0,,8,0,2,,1,,0,0,0,0,0,132,741,916,800,777,1153,790,536,343,118,44,10,0,0,17,147,739,908,738,675,1023,654,461,248,110,34,7,0,0,24,6377,5768,279,1480,1824,1538,1452,2176,1444,997,591,228,78,17,0,0,41,1,1
"G1800930","1850","Indiana","180","Lawrence","0930","Lawrence",12097,0,0,6252,5751,49,45,0,0,12003,94,0,,,398,212,,,2012,0,60,0,0,0,75,4974,0,0,772,669,0,1,1441,1,1441,1,3673,347,12,0,0,,0,0,0,0,0,,0,,8,0,4,,0,,0,0,0,0,0,208,827,991,870,704,1156,716,389,266,120,38,12,4,0,0,190,786,949,825,667,999,604,373,218,120,41,18,5,0,1,6301,5796,398,1613,1940,1695,1371,2155,1320,762,484,240,79,30,9,0,1,0,1
"G1800950","1850","Indiana","180","Madison","0950","Madison",12375,0,0,6414,5947,7,7,0,0,12361,14,0,,,421,127,,,2159,0,80,0,0,0,83,2752,0,0,1477,1277,2,6,2754,8,2761,1,5175,118,4,0,0,,0,0,0,0,0,,0,,16,0,0,,0,,0,0,0,0,0,202,881,1062,943,715,1069,646,421,317,108,48,8,1,0,0,219,872,965,852,688,1051,559,402,208,94,32,8,2,0,2,6421,5954,421,1753,2027,1795,1403,2120,1205,823,525,202,80,16,3,0,2,0,1
"G1800970","1850","Indiana","180","Marion","0970","Marion",24103,8091,0,12123,11330,316,334,0,0,23453,650,0,,,680,234,,,3984,1,163,13,0,50,165,5156,25,531,2332,2073,22,22,4405,44,4363,86,9444,1927,28,10,0,,1,1,1,6,0,,11,,25,2,11,,1,,0,1,0,1,0,349,1447,1816,1620,1398,2468,1455,909,626,249,70,22,3,0,7,331,1441,1809,1601,1460,2181,1241,849,440,220,67,16,4,0,4,12439,11664,680,2888,3625,3221,2858,4649,2696,1758,1066,469,137,38,7,0,11,0,1
"G1800990","1850","Indiana","180","Marshall","0990","Marshall",5348,0,0,2783,2563,1,1,0,0,5346,2,0,,,175,69,,,928,0,18,0,0,0,18,360,0,0,623,402,0,0,1025,0,1025,0,2777,268,0,1,0,,0,0,0,0,0,,0,,2,0,1,,0,,0,0,0,0,0,98,384,494,372,326,391,320,189,130,54,20,4,1,0,1,77,345,483,343,305,387,296,186,86,40,13,2,1,0,0,2784,2564,175,729,977,715,631,778,616,375,216,94,33,6,2,0,1,0,0
"G1801010","1850","Indiana","180","Martin","1010","Martin",5941,0,0,2984,2861,55,41,0,0,5845,96,0,,,222,129,,,1025,0,16,0,0,0,16,320,0,0,963,702,9,4,1665,13,1677,1,1802,70,0,3,0,,0,0,1,0,0,,0,,1,0,0,,1,,0,0,0,0,0,110,491,488,432,327,476,310,186,135,58,17,9,0,0,0,112,448,532,390,302,466,281,191,103,48,20,7,2,0,0,3039,2902,222,939,1020,822,629,942,591,377,238,106,37,16,2,0,0,0,0
"G1801030","1850","Indiana","180","Miami","1030","Miami",11304,0,0,5823,5470,5,6,0,0,11293,11,0,,,433,119,,,1944,0,85,1,0,0,85,2500,3,170,1330,1290,1,4,2620,5,2625,0,6530,263,1,1,0,,0,0,0,1,0,,0,,6,0,3,,1,,0,0,0,0,0,232,859,899,730,595,937,774,399,259,109,27,5,2,1,0,201,791,945,773,612,938,605,331,175,78,21,6,0,0,0,5828,5476,433,1650,1844,1503,1207,1875,1379,730,434,187,48,11,2,1,0,1,0
